nameLabel,seriesLabel,plateformLabel,pub_year,publisherLabel,developerLabel,website,esrbLabel,pegiLabel,bnf,musicbrainz
Joe Danger,,PlayStation 3,2010,PlayStation Blog,Hello Games,,,,,
Joe Danger,,Xbox 360,2010,PlayStation Blog,Hello Games,,,,,
Joe Danger 2: The Movie,,PlayStation 3,2012,Microsoft Studios,Hello Games,http://www.hellogames.org/,Everyone,PEGI 3,,
Joe Danger 2: The Movie,,Xbox 360,2012,Microsoft Studios,Hello Games,http://www.hellogames.org/,Everyone,PEGI 3,,
Joy Ride Turbo,,Xbox 360,2012,Microsoft Studios,BigPark,,Everyone,,,
Just Dance 4,Just Dance,Wii,2012,Ubisoft,Ubisoft Milan,http://just-dance-thegame.ubi.com/jd-portal/en-GB/just-dance-games/just-dance-4/wii/,Everyone 10+,PEGI 3,,
Just Dance 4,Just Dance,PlayStation 3,2012,Ubisoft,Ubisoft Milan,http://just-dance-thegame.ubi.com/jd-portal/en-GB/just-dance-games/just-dance-4/wii/,Everyone 10+,PEGI 3,,
Just Dance 4,Just Dance,Xbox 360,2012,Ubisoft,Ubisoft Milan,http://just-dance-thegame.ubi.com/jd-portal/en-GB/just-dance-games/just-dance-4/wii/,Everyone 10+,PEGI 3,,
Kinect Sports: Season Two,,Xbox 360,2011,Microsoft Studios,Rare,,,,,
Way of the Samurai 2,,PlayStation 2,2003,Spike,Acquire,,Mature 17+,PEGI 16,,
The White Wolf of Icicle Creek,,Wii,2007,Her Interactive,Her Interactive,https://www.herinteractive.com/shop-games/nancy-drew-the-white-wolf-of-icicle-creek/,,,,
The White Wolf of Icicle Creek,,Wii,2009,Her Interactive,Her Interactive,https://www.herinteractive.com/shop-games/nancy-drew-the-white-wolf-of-icicle-creek/,,,,
The Bureau: XCOM Declassified,X-COM,PlayStation 3,2013,2K Games,2K Marin,http://erasethetruth.com,Rating Pending,PEGI 16,,
The Bureau: XCOM Declassified,X-COM,Xbox 360,2013,2K Games,2K Marin,http://erasethetruth.com,Rating Pending,PEGI 16,,
You're in the Movies,,Xbox 360,2008,Codemasters,Q8074739,,Everyone,PEGI 3,,
Calvin Tucker's Redneck Jamboree,,Wii,2008,Zoo Games,,,,,,
Capcom Platinum Hits Triple Pack,,Xbox 360,2009,Capcom,Capcom,,,,,
Carcassonne,,Xbox 360,2007,Sierra Entertainment,Sierra Entertainment,,,,,
Carmen Sandiego: The Secret of the Stolen Drums,,PlayStation 2,2004,The Learning Company,Behaviour Interactive,,,,,
Carmen Sandiego: The Secret of the Stolen Drums,,Xbox,2004,The Learning Company,Behaviour Interactive,,,,,
Carnival Island,,PlayStation 3,2011,Sony Interactive Entertainment,SCE Santa Monica Studio,http://us.playstation.com/games-and-media/games/carnival-island-ps3.html,,,,
Carve,,Xbox,2004,2K Play,Argonaut Games,,,,,
Cash Guns Chaos,,PlayStation 3,2006,Daybreak Game Company,Daybreak Game Company,,,,,
Casper: Spirit Dimensions,,PlayStation 2,2001,TDK Mediactive,Q6697870,,,,,
Dual Hearts,,PlayStation 2,2002,Sony Interactive Entertainment,Matrix Software,,,,,
Dungeon Hunter Alliance,,PlayStation 3,2011,Gameloft,Gameloft,http://www.dungeon-hunter.com/dungeon-hunter-alliance/,,,,
Dungeons and Dragons: Daggerdale,,PlayStation 3,2011,Atari,,http://www.atari.com/buy-games/action-adventure-rpg/dungeons-amp-dragons-daggerdale,,,,
Dungeons and Dragons: Daggerdale,,PlayStation 3,2011,Atari,,http://www.atari.com/buy-games/action-adventure-rpg/dungeons-amp-dragons-daggerdale,,,,
Dead to Rights,Q5245522,PlayStation 2,2002,Namco,Namco,,Mature 17+,PEGI 16,,
Dead to Rights,Q5245522,Xbox,2002,Namco,Namco,,Mature 17+,PEGI 16,,
Kinetica,,PlayStation 2,2001,Sony Interactive Entertainment,SCE Santa Monica Studio,,,,,
Hyperdimension Neptunia Victory,Neptune,PlayStation 3,2012,Nippon Ichi Software,Compile Heart,,Teen,PEGI 12,,
Happy Wars,,Xbox 360,2012,Microsoft Studios,,,,,,
Dance Evolution,,Xbox 360,2010,Konami,,,,,,
Tak and the Power of Juju,,PlayStation 2,2003,THQ,Avalanche Software,http://web.archive.org/web/20110720134931/http://www.takandthepowerofjuju.com/,,,,
Tak and the Power of Juju,,Xbox,2003,THQ,Avalanche Software,http://web.archive.org/web/20110720134931/http://www.takandthepowerofjuju.com/,,,,
Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,liste des jeux vidéo des Tortues ninja,PlayStation 3,2009,Ubisoft,Q4052312,,,,,
Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,liste des jeux vidéo des Tortues ninja,Xbox 360,2009,Ubisoft,Q4052312,,,,,
DJ Hero 2,Guitar Hero,Wii,2010,Activision,FreeStyleGames,,,,,
DJ Hero 2,Guitar Hero,PlayStation 3,2010,Activision,FreeStyleGames,,,,,
DJ Hero 2,Guitar Hero,Xbox 360,2010,Activision,FreeStyleGames,,,,,
Zombie Panic in Wonderland,,Wii,2010,Q4700283,Q4700283,,,,,
Grease,,Wii,2010,505 Games,Q8074739,,,,,
Growlanser: Heritage of War,Q5611687,PlayStation 2,2006,Atlus,Q5038922,http://www.atlus.co.jp/cs/game/pstation2/gl5/index.html,,,,
Growlanser Generations,Q5611687,PlayStation 2,2003,Atlus,Q5038922,,,,,
Growlanser II: The Sense of Justice,Q5611687,PlayStation 2,2001,Atlus,Q5038922,,,,,
Growlanser III: The Dual Darkness,Q5611687,PlayStation 2,2001,Atlus,Q5038922,,,,,
Growlanser Wayfarer of Time,Q5611687,PlayStation 2,2003,Atlus,Q5038922,,,,,
Growlanser VI: Precarious World,Q5611687,PlayStation 2,2007,Atlus,Q5038922,,,,,
Gun Metal,,Xbox,2002,Majesco Entertainment,Rage Software,,Teen,,,
Project Sylpheed,,Xbox 360,2006,Japon,Game Arts,http://www.microsoft.com/xbox/projectsylpheed/,,,,
Hasbro Family Game Night,,Wii,2008,Electronic Arts,Electronic Arts,,,,,
Hasbro Family Game Night,,PlayStation 2,2008,Electronic Arts,Electronic Arts,,,,,
Hasbro Family Game Night,,PlayStation 3,2008,Electronic Arts,Electronic Arts,,,,,
He-Man: Defender of Grayskull,,PlayStation 2,2005,Midas Interactive Entertainment,Savage entertainment,,,,,
Heatseeker,,Wii,2007,Codemasters,Q7834621,,,,,
Heatseeker,,PlayStation 2,2007,Codemasters,Q7834621,,,,,
Wonderbook: Book of Spells,,PlayStation 3,2012,SCE London Studio,SCE London Studio,,Everyone 10+,PEGI 7,,
History Civil War: Secret Missions,,PlayStation 2,2008,Activision,Cauldron,,,,,
History Civil War: Secret Missions,,PlayStation 3,2008,Activision,Cauldron,,,,,
History Civil War: Secret Missions,,Xbox 360,2008,Activision,Cauldron,,,,,
Hitman: Sniper Challenge,,PlayStation 3,2012,Square Enix,,,,,,
Hitman: Sniper Challenge,,Xbox 360,2012,Square Enix,,,,,,
Hybrid,,Xbox 360,2012,Microsoft Studios,5th Cell,http://www.whatishybrid.com,,,,
Hydroventure,,Wii,2010,Nintendo,Q16988330,http://www.nintendo.com/gamesites/wii/fluidity/,,,,
The Smurfs Dance Party,,Wii,2011,Ubisoft,,,,,,
The Jungle Book Groove Party,,PlayStation 2,2000,Ubisoft,Ubisoft,,,,,
Imabikisō,,Wii,2007,Sega,Chunsoft,,,,,
Imabikisō,,PlayStation 3,2007,Sega,Chunsoft,,,,,
Iron Brigade,,Xbox 360,2011,Microsoft Studios,Double Fine Productions,http://www.ironbrigadegame.com/,,,,
J-League Winning Eleven 2007 Club Championship,Pro Evolution Soccer,PlayStation 2,2007,Konami,Konami,,,,,
Dead to Rights II,Q5245522,PlayStation 2,2005,Namco,,,Mature 17+,PEGI 16,,
Dead to Rights II,Q5245522,Xbox,2005,Namco,,,Mature 17+,PEGI 16,,
Death By Cube,,Xbox 360,2010,Square Enix,Noriyoshi Ohba,,,,,
Death Jr. II: Root of Evil,,Wii,2006,Konami,Backbone Entertainment,,,,,
Deathrow,,Xbox,2002,Ubisoft,SouthEnd interactive,,Mature 17+,,,
Deep Black,,PlayStation 3,2012,505 Games,Q14791482,,,,,
Deep Black,,Xbox 360,2012,505 Games,Q14791482,,,,,
Deer Drive Legends,,Wii,2012,Maximum Games,,http://www.raylightgames.com/,,,,
Deer Drive Legends,,Wii,2015,Maximum Games,,http://www.raylightgames.com/,,,,
Demon Chaos,,PlayStation 2,2005,Konami,Genki,,,,,
Derby Time Online,,PlayStation 3,2008,Sony Interactive Entertainment,Sony Interactive Entertainment,,,,,
Derby Tsuku 4: Derby Uma o Tsukurō!,,PlayStation 2,2004,Sega,Sega Sports R&D,,,,,
Destruction Derby: Arenas,Q5265394,PlayStation 2,2004,Sony Interactive Entertainment,Studio 33,http://www.ddarenas.com/,,,,
Axel & Pixel,,Xbox 360,2009,2K Play,2K Czech,http://www.axelandpixel.com/,,,,
Axel & Pixel,,Xbox 360,2009,2K Play,Q33455185,http://www.axelandpixel.com/,,,,
Axiom Verge,,Xbox 360,2015,Q33442292,Q33442292,http://www.axiomverge.com/,,,,
Bloody Roar 3,Bloody Roar,PlayStation 2,2001,Virgin Interactive,Hudson Soft,http://www.bandainamcogames.co.jp/am/vg/bloody3/,Teen,PEGI 12,,
Bloody Roar 3,Bloody Roar,Xbox,2001,Virgin Interactive,Hudson Soft,http://www.bandainamcogames.co.jp/am/vg/bloody3/,Teen,PEGI 12,,
Azurik: Rise of Perathia,,Xbox,2001,Microsoft Studios,Amaze Entertainment,,Teen,,,
BCV: Battle Construction Vehicles,,PlayStation 2,2000,Midas Interactive Entertainment,Artdink,http://www.artdink.co.jp/japanese/title/kongou/main.html,,,,
Babysitting Mama,Cooking Mama,Wii,2010,Majesco Entertainment,Cooking Mama Limited,,,,,
Backyard Basketball 2007,Backyard Basketball 2004,PlayStation 2,2006,Atari,Atari,,,,,
Backyard Football '09,Backyard Basketball 2004,Wii,2008,Atari,Humongous,,,,,
Backyard Football '09,Backyard Basketball 2004,PlayStation 2,2008,Atari,Humongous,,,,,
Backyard Football '10,,Wii,2009,Atari,Humongous,,,,,
Backyard Football '10,,PlayStation 2,2009,Atari,Humongous,,,,,
Backyard Football '10,,Xbox 360,2009,Atari,Humongous,,,,,
Backyard Football '08,Backyard Football,Wii,2007,Atari,Humongous,,,,,
Backyard Football '08,Backyard Football,PlayStation 2,2007,Atari,Humongous,,,,,
Backyard Wrestling 2: There Goes the Neighborhood,,PlayStation 2,2004,Eidos Interactive,Q6843314,,,,,
Backyard Wrestling: Don't Try This at Home,,PlayStation 2,2003,Eidos Interactive,Q6843314,,,,,
Baja: Edge of Control,,PlayStation 3,2008,THQ,2XL Games,,,,,
Baja: Edge of Control,,Xbox 360,2008,THQ,2XL Games,,,,,
Dyad,,PlayStation 3,2012,Right Square Bracket Left Square Bracket,Right Square Bracket Left Square Bracket,http://www.dyadgame.com/,,,,
Dynasty Warriors 8,Dynasty Warriors,PlayStation 3,2013,Koei,Tecmo Koei Holdings,,Rating Pending,PEGI 12,,
Dynasty Warriors 8,Dynasty Warriors,Xbox 360,2013,Koei,Tecmo Koei Holdings,,Rating Pending,PEGI 12,,
EA Playground,,Wii,2007,Electronic Arts,EA Canada,,,,,
EA Sports Active 2,,Wii,2010,EA Sports,EA Canada,http://www.easportsactive.com/home.action,,,,
EA Sports Active 2,,PlayStation 3,2010,EA Sports,EA Canada,http://www.easportsactive.com/home.action,,,,
EA Sports Active 2,,Xbox 360,2010,EA Sports,EA Canada,http://www.easportsactive.com/home.action,,,,
EA Sports Active NFL Training Camp,,Wii,2010,EA Sports,EA Canada,http://www.ea.com/ea-sports-active-nfl-training-camp,,,,
ESPN College Hoops,,PlayStation 2,2003,Sega,Kush Games,,,,,
ESPN College Hoops,,Xbox,2003,Sega,Kush Games,,,,,
ESPN College Hoops 2K5,,PlayStation 2,2004,Sega,Visual Concepts,,,,,
ESPN College Hoops 2K5,,Xbox,2004,Sega,Visual Concepts,,,,,
ESPN NBA 2Night 2002,,PlayStation 2,2002,Konami,Konami,,,,,
ESPN NBA 2Night 2002,,Xbox,2002,Konami,Konami,,,,,
ESPN NHL 2K5,NHL 2K,PlayStation 2,2004,Sega,Kush Games,,,,,
ESPN NHL 2K5,NHL 2K,Xbox,2004,Sega,Kush Games,,,,,
ESPN X Games Skateboarding,,PlayStation 2,2001,Konami,Konami,,,,,
Earth Defense Force: Insect Armageddon,,PlayStation 3,2011,D3 Publisher,Vicious Cycle Software,,Teen,PEGI 12,,
Earth Defense Force: Insect Armageddon,,Xbox 360,2011,D3 Publisher,Vicious Cycle Software,,Teen,PEGI 12,,
Earth Seeker,,Wii,2011,Enterbrain,Q5180559,,,,,
Earthworm Jim HD,,Xbox 360,2010,Gameloft,Gameloft,,,,,
Echochrome II,echochrome,PlayStation 3,2010,Sony Interactive Entertainment,SCE Japan Studio,https://www.playstation.com/en-us/games/echochrome-ii-ps3/,,,,
Eco Shooter: Plant 530,,Wii,2009,Nintendo,Intelligent Systems,,,,,
Buzz! Junior: Ace Racers,,PlayStation 2,2008,Sony Interactive Entertainment,Q5141434,,,,,
Buzz! Junior: Dino Den,,PlayStation 2,2008,Sony Interactive Entertainment,Q5141434,,,,,
Buzz! Junior: Dino Den,,PlayStation 3,2008,Sony Interactive Entertainment,Q5141434,,,,,
Buzz! Junior: Robo Jam,,PlayStation 2,2007,Sony Interactive Entertainment,Magenta Software,,,,,
Buzz! Junior: Robo Jam,,PlayStation 3,2007,Sony Interactive Entertainment,Magenta Software,,,,,
CID The Dummy,,Wii,2009,Oxygen Games,Oxygen Games,,,,,
CID The Dummy,,PlayStation 2,2009,Oxygen Games,Oxygen Games,,,,,
Cabela's African Safari,,PlayStation 2,2006,Activision,Sand Grain Studios,,,,,
Cabela's African Safari,,Xbox 360,2006,Activision,Sand Grain Studios,,,,,
Cabela's Big Game Hunter,,Wii,2007,Activision,Sand Grain Studios,,,,,
Cabela's Big Game Hunter,,PlayStation 2,2007,Activision,Sand Grain Studios,,,,,
Cabela's Big Game Hunter,,Xbox 360,2007,Activision,Sand Grain Studios,,,,,
Cabela's Big Game Hunter 2005 Adventures,,PlayStation 2,2004,Activision,Q4043608,,,,,
Cabela's Big Game Hunter 2005 Adventures,,Xbox,2004,Activision,Q4043608,,,,,
Cabela's Big Game Hunter 2010,,Wii,2009,Activision,Cauldron,,,,,
Cabela's Big Game Hunter 2010,,PlayStation 3,2009,Activision,Cauldron,,,,,
Cabela's Big Game Hunter 2010,,Xbox 360,2009,Activision,Cauldron,,,,,
Cabela's Dangerous Hunts 2009,,Wii,2008,Activision,Fun Labs,,,,,
Cabela's Dangerous Hunts 2009,,PlayStation 2,2008,Activision,Fun Labs,,,,,
Cabela's Dangerous Hunts 2009,,PlayStation 3,2008,Activision,Fun Labs,,,,,
Cabela's Dangerous Hunts 2009,,Xbox 360,2008,Activision,Fun Labs,,,,,
Cabela's Dangerous Hunts 2011,,Wii,2010,Activision,Cauldron,,,,,
Cabela's Dangerous Hunts 2011,,PlayStation 3,2010,Activision,Cauldron,,,,,
Cabela's Dangerous Hunts 2011,,Xbox 360,2010,Activision,Cauldron,,,,,
Cabela's Dangerous Hunts 2,,PlayStation 2,2005,Activision,Sand Grain Studios,,,,,
Cabela's Dangerous Hunts 2,,Xbox,2005,Activision,Sand Grain Studios,,,,,
Cabela's Deer Hunt: 2004 Season,,PlayStation 2,2003,Activision,Sand Grain Studios,,,,,
Cabela's Deer Hunt: 2004 Season,,Xbox,2003,Activision,Sand Grain Studios,,,,,
Cabela's Monster Bass,,Wii,2007,Activision,Sand Grain Studios,,,,,
Cabela's Outdoor Adventures,,PlayStation 2,2005,Activision,Sand Grain Studios,,,,,
Cabela's Outdoor Adventures,,Xbox,2005,Activision,Sand Grain Studios,,,,,
Cabela's Outdoor Adventures,,Wii,2009,Activision,Sand Grain Studios,,,,,
Cabela's Outdoor Adventures,,PlayStation 2,2009,Activision,Sand Grain Studios,,,,,
Cabela's Outdoor Adventures,,PlayStation 3,2009,Activision,Sand Grain Studios,,,,,
Cabela's Outdoor Adventures,,Xbox 360,2009,Activision,Sand Grain Studios,,,,,
Cabela's Trophy Bucks,,Wii,2007,Activision,Fun Labs,,,,,
Cabela's Trophy Bucks,,PlayStation 2,2007,Activision,Fun Labs,,,,,
Cabela's Trophy Bucks,,Xbox 360,2007,Activision,Fun Labs,,,,,
Ennichi no Tatsujin,Taiko no Tatsujin,Wii,2006,Namco,Namco Bandai Holdings,,,,,
Esper Dream,,Wii,2007,Konami,Konami,,,,,
Esper Dream,,Wii,2007,Konami,Konami,,,,,
Esper Dream,,Wii,2013,Konami,Konami,,,,,
Esper Dream,,Wii,2015,Konami,Konami,,,,,
Eternal Poison,,PlayStation 2,2008,Banpresto,Flight-Plan,http://www.poison-pink.com/,,,,
Eternal Ring,,PlayStation 2,2000,From Software,From Software,,,,,
Eternity's Child,,Wii,2008,Alten8,Luc Bernard,,,,,
Eternity's Child,,Wii,2008,Q33451873,Luc Bernard,,,,,
Eternity's Child,,Wii,2008,Alten8,Q33451873,,,,,
Eternity's Child,,Wii,2008,Q33451873,Q33451873,,,,,
Evasive Space,,Wii,2009,Yuke's Media Creation,High Voltage Software,,,,,
Egg Mania: Eggstreme Madness,,PlayStation 2,2002,Kemco,HotGen,,,,,
Egg Mania: Eggstreme Madness,,Xbox,2002,Kemco,HotGen,,,,,
El Chavo,Q1532287,Wii,2012,Televisa,,,Everyone,,,
Puyo Puyo 7,Puyo Puyo,Wii,2009,Sega,Sonic Team,,,,,
Puyo Puyo Fever 2,Puyo Puyo,PlayStation 2,2005,Sega,Sonic Team,,,,,
Elefunk,,PlayStation 3,2008,Sony Interactive Entertainment,,,,,,
W.L.O. Sekai Renai Kikō,,Xbox 360,2009,5pb.,Q864258,,,,,
Raiden III,Raiden,PlayStation 2,2005,Q11231990,Q11231990,,,,,
Raiden III,Raiden,PlayStation 3,2005,Q11231990,Q11231990,,,,,
Raiden III,Raiden,PlayStation 2,2014,Q11231990,Q11231990,,,,,
Raiden III,Raiden,PlayStation 3,2014,Q11231990,Q11231990,,,,,
Emergency Mayhem,,Wii,2008,Codemasters,Supersonic software,,,,,
Emo Ray VS The Intergalactic Teddy Bears,,PlayStation 3,2012,Sony,,,,,,
Endonesia,,PlayStation 2,2001,Enix (maison d'édition),Vanpool,http://www.vanpool.co.jp/endonesia/index.html,,,,
Everblue,,PlayStation 2,2001,Capcom,Arika,,,,,
Everblue 2,,PlayStation 2,2002,Capcom,Arika,,,,,
Evergrace,,PlayStation 2,2000,From Software,From Software,,,,,
Every Extend Extra Extreme,,Xbox 360,2007,Q Entertainment,Q Entertainment,,,,,
Everybody Dance,,PlayStation 3,2011,Sony Interactive Entertainment,SCE London Studio,,,,,
Evolution Skateboarding,,PlayStation 2,2002,Konami,Konami,,,,,
Ex Zeus,,Wii,2007,Q15070355,Q15070355,,,,,
Ex Zeus,,PlayStation 2,2007,Q15070355,Q15070355,,,,,
Excitebike: World Rally,,Wii,2009,Nintendo,Monster Games,,,,,
Excitebots: Trick Racing,,Wii,2009,Nintendo,Monster Games,,,,,
F1 Career Challenge,EA Sports F1,PlayStation 2,2003,EA Sports,Visual Sciences,,Everyone,,,
F1 Career Challenge,EA Sports F1,Xbox,2003,EA Sports,Visual Sciences,,Everyone,,,
F1 Race Stars,,PlayStation 3,2012,Codemasters,,http://www.f1racestars.com,Everyone,PEGI 3,,
F1 Race Stars,,Xbox 360,2012,Codemasters,,http://www.f1racestars.com,Everyone,PEGI 3,,
F1 Racing Championship,,PlayStation 2,2000,Video System,Ubisoft Shanghai,,,,,
Fable II Pub Games,Fable,Xbox 360,2008,Q8043371,Q5038014,,,,,
The Wolf Among Us,,PlayStation 3,2013,Telltale Games,Telltale Games,http://www.telltalegames.com/thewolfamongus/,Mature 17+,PEGI 16,,
The Wolf Among Us,,Xbox 360,2013,Telltale Games,Telltale Games,http://www.telltalegames.com/thewolfamongus/,Mature 17+,PEGI 16,,
Zombie Apocalypse,,PlayStation 3,2009,Konami,NStigate Games,,Mature 17+,PEGI 18,,
Scaler,,PlayStation 2,2004,Take-Two Interactive,Behaviour Interactive,http://www.globalstarsoftware.com/scaler/,,,,
Scaler,,Xbox,2004,Take-Two Interactive,Behaviour Interactive,http://www.globalstarsoftware.com/scaler/,,,,
Kinectimals,,Xbox 360,2010,Microsoft Studios,Frontier Developments,,,,,
NHL Slapshot,NHL,Wii,2010,EA Sports,EA Canada,,,,,
Magic Pengel: The Quest for Color,,PlayStation 2,2002,Taito,,,,,,c9bd2140-e7cc-3eba-8cea-9ae90bbbc459
Salt Lake 2002,,PlayStation 2,2002,Eidos Interactive,Attention to Detail,,,,,
Freekstyle,,PlayStation 2,2002,Electronic Arts,Page 44 studios,,,,,
Winnie the Pooh's Rumbly Tumbly Adventure,,PlayStation 2,2005,Ubisoft,,,,,,
Precursors,,Xbox 360,2009,Russobit-M,,,,,,
Kamen Rider: Climax Heroes,Kamen Rider,Wii,2009,Namco Bandai Games,Eighting,,,,,
Kamen Rider: Climax Heroes,Kamen Rider,PlayStation 2,2009,Namco Bandai Games,Eighting,,,,,
Kamen Rider: Climax Heroes,Kamen Rider,Wii,2009,Namco Bandai Games,Eighting,,,,,
Kamen Rider: Climax Heroes,Kamen Rider,PlayStation 2,2009,Namco Bandai Games,Eighting,,,,,
Kamen Rider: Climax Heroes,Kamen Rider,Wii,2010,Namco Bandai Games,Eighting,,,,,
Kamen Rider: Climax Heroes,Kamen Rider,PlayStation 2,2010,Namco Bandai Games,Eighting,,,,,
Kamen Rider: Climax Heroes,Kamen Rider,Wii,2011,Namco Bandai Games,Eighting,,,,,
Kamen Rider: Climax Heroes,Kamen Rider,PlayStation 2,2011,Namco Bandai Games,Eighting,,,,,
Kamen Rider: Climax Heroes,Kamen Rider,Wii,2012,Namco Bandai Games,Eighting,,,,,
Kamen Rider: Climax Heroes,Kamen Rider,PlayStation 2,2012,Namco Bandai Games,Eighting,,,,,
Dragon's Lair 3D: Return to the Lair,,PlayStation 2,2002,Ubisoft,Q5305451,,,,,
Dragon's Lair 3D: Return to the Lair,,Xbox,2002,Ubisoft,Q5305451,,,,,
Dragon Blade: Wrath of Fire,,Wii,2007,D3 Publisher,,,,,,
Drake of the 99 Dragons,,Xbox,2003,Majesco Entertainment,,,,,,
Drawn to Life: The Next Chapter,Drawn to Life,Wii,2009,THQ,5th Cell,,,,,
Dream Club,,PlayStation 3,2009,D3 Publisher,,http://www.d3p.co.jp/dreamclub/,,,,
Dream Club,,Xbox 360,2009,D3 Publisher,,http://www.d3p.co.jp/dreamclub/,,,,
Dream Club Zero,,PlayStation 3,2011,D3 Publisher,Q7681873,http://www.d3p.co.jp/dreamclub_zero/,,,,
Dream Club Zero,,Xbox 360,2011,D3 Publisher,Q7681873,http://www.d3p.co.jp/dreamclub_zero/,,,,
Dream Pinball 3D,,Wii,2008,SouthPeak Games,TopWare Interactive,http://www.dream-pinball.com,,,,
Dream Pinball 3D,,Wii,2012,SouthPeak Games,TopWare Interactive,http://www.dream-pinball.com,,,,
Dreamcast Collection,,Xbox 360,2011,Sega,Sega,,,,,
Driven,,PlayStation 2,2001,BAM! Entertainment,BAM! Entertainment,,,,,
Driving Emotion Type-S,,PlayStation 2,2000,Japon,,http://www.square-enix.com/jp/archive/types/,,,,
Drome Racers,,PlayStation 2,2002,Electronic Arts,,,,,,
Drome Racers,,Xbox,2002,Electronic Arts,,,,,,
Dropship: United Peace Force,,PlayStation 2,2002,Sony Interactive Entertainment,Team Soho,,,,,
Indianapolis 500 Legends,,Wii,2007,Destineer,Torus Games,,,,,
IndyCar Series,,PlayStation 2,2003,Indianapolis 500,Codemasters,,,,,
IndyCar Series,,Xbox,2003,Indianapolis 500,Codemasters,,,,,
Infernal: Hell's Vengeance,,Xbox 360,2009,Q4844241,Metropolis Software,,,,,
Initial D Extreme Stage,,PlayStation 3,2008,Sega,Sega,http://www.initiald-ps3.com/,,,,
International Cricket 2010,,PlayStation 3,2010,Codemasters,Q15070484,,,,,
International Cricket 2010,,Xbox 360,2010,Codemasters,Q15070484,,,,,
International Cue Club,,PlayStation 2,2003,Takara,Takara,http://www.cueclub.com/,,,,
Invincible Tiger: The Legend of Han Tao,,PlayStation 3,2009,Namco Bandai Games,Q4926947,,,,,
Iron Chef America: Supreme Cuisine,,Wii,2008,Destineer,,,,,,
Iron Sky: Invasion,,PlayStation 3,2012,TopWare Interactive,Reality Pump,http://www.ironskyinvasion.com/,,,,
Iron Sky: Invasion,,Xbox 360,2012,TopWare Interactive,Reality Pump,http://www.ironskyinvasion.com/,,,,
Iron Sky: Invasion,,PlayStation 3,2012,TopWare Interactive,Reality Pump,http://www.ironskyinvasion.com/,,,,
Iron Sky: Invasion,,Xbox 360,2012,TopWare Interactive,Reality Pump,http://www.ironskyinvasion.com/,,,,
Hidden Invasion,,PlayStation 2,2001,Crave Entertainment,Q7813446,,,,,
High Heat Major League Baseball 2003,,PlayStation 2,2002,The 3DO Company,The 3DO Company,,,,,
High Velocity Bowling,,PlayStation 3,2007,Sony Interactive Entertainment,SCE San Diego Studio,,,,,
High Voltage Hot Rod Show,,Wii,2009,High Voltage Software,High Voltage Software,,,,,
Showdown: Legends of Wrestling,Q6517971,PlayStation 2,2004,Acclaim Entertainment,Iguana Entertainment,,Teen,,,
Showdown: Legends of Wrestling,Q6517971,Xbox,2004,Acclaim Entertainment,Iguana Entertainment,,Teen,,,
Hockey Allstar Shootout,,Wii,2008,Big Blue Bubble,Big Blue Bubble,,,,,
Gran Turismo 6,Gran Turismo,PlayStation 3,2013,SCE Japan Studio,Polyphony Digital,http://www.gran-turismo.com/,Everyone,PEGI 3,,
Gran Turismo 6,Gran Turismo,PlayStation 3,2013,SCE Japan Studio,Polyphony Digital,http://www.gran-turismo.com/,Everyone,PEGI 3,,
Home Sweet Home,,Wii,2007,WiiWare,Big Blue Bubble,,,,,
Hooked! Real Motion Fishing,,Wii,2007,arc System Works,SIMS Co.,,,,,
Doctor Who: Return to Earth,Doctor Who,Wii,2010,BBC Multimedia,,,,,,
Don King Presents: Prizefighter,,Xbox 360,2008,2K Sports,Venom Games,,,,,
Dood's Big Adventure,,Wii,2010,THQ,,,,,,
Dora the Explorer: Journey to the Purple Planet,,PlayStation 2,2005,2K Play,Monkey Bar Games,,,,,
Doritos Crash Course,,Xbox 360,2010,Microsoft Studios,Wanako Studios,http://www.unlockxbox.com,,,,
Double D Dodgeball,,Xbox 360,2008,Yuke's Media Creation,Yuke's Media Creation,,,,,
Double Fine Happy Action Theater,,Xbox 360,2012,Microsoft Studios,Double Fine Productions,http://www.dfhat.com/,,,,
Downtown Run,,PlayStation 2,2003,Ubisoft,Ubisoft,,,,,
Dragon's Crown,,PlayStation 3,2013,Nippon Ichi Software,Vanillaware,http://www.atlus.com/dragonscrown/,Rating Pending,PEGI 12,,
Cate West: The Vanishing Files,,Wii,2008,Q3775043,Q5520034,,,,,
Catwoman,,Xbox,2004,Electronic Arts,Magic Pockets,,,,,
Celebrity Deathmatch,,Xbox,2003,Gotham Games,Big Ape Productions,,,,,
Celebrity Sports Showdown,,Wii,2008,EA Sports,EA Canada,,,,,
CellFactor: Psychokinetic Wars,,PlayStation 3,2009,Ubisoft,Immersion Games,,,,,
Centipede: Infestation,,Wii,2011,Atari SA,WayForward Technologies,,,,,
Champion Jockey: G1 Jockey & Gallop Racer,,Wii,2011,Tecmo Koei Holdings,Koei,,,,,
Champion Jockey: G1 Jockey & Gallop Racer,,PlayStation 3,2011,Tecmo Koei Holdings,Koei,,,,,
Champion Jockey: G1 Jockey & Gallop Racer,,Xbox 360,2011,Tecmo Koei Holdings,Koei,,,,,
Champions: Return to Arms,,PlayStation 2,2005,Daybreak Game Company,Snowblind Studios,,,,,
